Logistics ID,Order ID,Carrier,Tracking Number,Status,Shipping Cost,Estimated Delivery,Cost_Category,Distance_Miles
LOG79707,SO202375211,DHL,TRACK597625,Delayed,2983.36,2021-12-23,Medium Cost ($1K-$3K),735
LOG29864,SO201467002,SF Express,TRACK368079,Delivered,1438.59,2020-07-07,Medium Cost ($1K-$3K),735
LOG58444,SO200447006,DHL,TRACK594908,In Transit,2459.98,2023-05-18,Medium Cost ($1K-$3K),735
LOG90883,SO201488048,USPS,TRACK380028,Delivered,4593.97,2024-09-03,High Cost ($3K-$6K),1070
LOG64085,SO200125284,FedEx,TRACK599212,In Transit,3636.65,2022-01-06,High Cost ($3K-$6K),1070
LOG28804,SO201455321,UPS,TRACK831468,Delayed,361.58,2021-07-05,Low Cost (<$1K),152
LOG66322,SO200077667,FedEx,TRACK906495,Delivered,745.04,2020-07-02,Low Cost (<$1K),152
LOG38725,SO201096505,USPS,TRACK334624,In Transit,3906.35,2022-12-14,High Cost ($3K-$6K),1070
LOG79402,SO200357240,UPS,TRACK950270,Delayed,2292.94,2020-06-26,Medium Cost ($1K-$3K),735
LOG40816,SO201299550,SF Express,TRACK412108,Delayed,4727.49,2020-11-25,High Cost ($3K-$6K),1070
LOG84610,SO200049056,TNT,TRACK821454,In Transit,3819.47,2022-08-23,High Cost ($3K-$6K),1070
LOG82318,SO201974705,USPS,TRACK332183,Delivered,4045.03,2025-05-08,High Cost ($3K-$6K),1070
LOG43281,SO201521839,TNT,TRACK237186,Delivered,4017.3,2023-04-17,High Cost ($3K-$6K),1070
LOG68099,SO201832398,UPS,TRACK966744,Delayed,260.53,2023-02-21,Low Cost (<$1K),152
LOG91844,SO201062169,DHL,TRACK952790,Delivered,1305.27,2023-04-06,Medium Cost ($1K-$3K),735
LOG15962,SO201183734,FedEx,TRACK120484,In Transit,506.24,2021-05-21,Low Cost (<$1K),152
LOG22887,SO200861917,USPS,TRACK864113,Delayed,87.58,2025-08-21,Low Cost (<$1K),152
LOG39285,SO202015104,USPS,TRACK932995,Delivered,389.45,2023-04-28,Low Cost (<$1K),152
LOG90933,SO200730981,DHL,TRACK660985,Delayed,1362.01,2021-07-18,Medium Cost ($1K-$3K),735
LOG27178,SO201967965,SF Express,TRACK984153,Delivered,1541.22,2021-12-24,Medium Cost ($1K-$3K),735
LOG64597,SO201956491,DHL,TRACK248044,Delivered,3980.05,2020-04-10,High Cost ($3K-$6K),1070
LOG53996,SO201749387,SF Express,TRACK282302,Delivered,1842.77,2024-10-26,Medium Cost ($1K-$3K),735
LOG47457,SO201187948,SF Express,TRACK268164,In Transit,4545.33,2021-04-03,High Cost ($3K-$6K),1070
LOG79260,SO202460535,TNT,TRACK277336,Delayed,1214.51,2024-10-17,Medium Cost ($1K-$3K),735
LOG87254,SO200778420,SF Express,TRACK835278,Delayed,2375.9,2024-03-05,Medium Cost ($1K-$3K),735
LOG26891,SO200945919,SF Express,TRACK942193,Delayed,3469.16,2025-04-08,High Cost ($3K-$6K),1070
LOG35581,SO200799586,SF Express,TRACK551606,Delayed,1766.13,2022-02-14,Medium Cost ($1K-$3K),735
LOG20572,SO202538757,USPS,TRACK455258,Delivered,80.5,2023-08-04,Low Cost (<$1K),152
LOG99288,SO201418015,DHL,TRACK608352,Delayed,559.36,2022-02-01,Low Cost (<$1K),152
LOG82632,SO201029630,USPS,TRACK202471,Delivered,4057.22,2021-10-01,High Cost ($3K-$6K),1070
LOG71491,SO202196616,USPS,TRACK156800,Delayed,1091.85,2021-09-23,Medium Cost ($1K-$3K),735
LOG75413,SO201992038,UPS,TRACK737222,Delivered,4169.09,2025-07-15,High Cost ($3K-$6K),1070
LOG44246,SO201462778,TNT,TRACK940744,In Transit,4402.58,2021-09-06,High Cost ($3K-$6K),1070
LOG58267,SO201464649,USPS,TRACK264141,In Transit,2650.04,2022-04-08,Medium Cost ($1K-$3K),735
LOG90649,SO200853418,DHL,TRACK642748,Delayed,439.41,2025-03-20,Low Cost (<$1K),152
LOG38412,SO201957069,SF Express,TRACK340173,In Transit,1126.26,2025-04-03,Medium Cost ($1K-$3K),735
LOG59048,SO200052452,SF Express,TRACK137879,Delivered,980.43,2024-07-22,Low Cost (<$1K),152
LOG25964,SO202373091,FedEx,TRACK258031,In Transit,4983.83,2022-03-08,High Cost ($3K-$6K),1070
LOG60373,SO201673304,DHL,TRACK220721,Delivered,2504.4,2022-04-14,Medium Cost ($1K-$3K),735
LOG93391,SO201322463,UPS,TRACK999582,Delayed,3636.12,2020-06-25,High Cost ($3K-$6K),1070
LOG72849,SO201179200,SF Express,TRACK206428,In Transit,3584.98,2021-06-15,High Cost ($3K-$6K),1070
LOG48514,SO200318006,SF Express,TRACK864446,In Transit,3389.66,2020-12-11,High Cost ($3K-$6K),1070
LOG22306,SO202030923,UPS,TRACK645493,In Transit,4248.88,2022-03-02,High Cost ($3K-$6K),1070
LOG58855,SO202335775,DHL,TRACK626494,Delivered,4861.43,2025-10-27,High Cost ($3K-$6K),1070
LOG82423,SO202235716,FedEx,TRACK678909,Delayed,3676.45,2020-04-28,High Cost ($3K-$6K),1070
LOG94663,SO201222057,SF Express,TRACK757610,Delayed,569.18,2020-08-23,Low Cost (<$1K),152
LOG95403,SO201360280,USPS,TRACK980805,In Transit,3335.4,2025-06-07,High Cost ($3K-$6K),1070
LOG86325,SO200649572,UPS,TRACK180872,Delayed,2062.14,2024-01-15,Medium Cost ($1K-$3K),735
LOG68403,SO200651495,DHL,TRACK495149,In Transit,4410.55,2021-02-12,High Cost ($3K-$6K),1070
LOG12843,SO200356720,DHL,TRACK907920,In Transit,966.53,2022-06-24,Low Cost (<$1K),152
LOG88926,SO202069911,TNT,TRACK427617,Delayed,4533.27,2023-06-15,High Cost ($3K-$6K),1070
LOG32712,SO200714869,SF Express,TRACK219670,Delivered,4887.52,2025-05-11,High Cost ($3K-$6K),1070
LOG26228,SO201262942,TNT,TRACK203180,In Transit,1013.18,2021-06-14,Medium Cost ($1K-$3K),735
LOG58258,SO202554574,UPS,TRACK579527,Delayed,2999.3,2020-11-20,Medium Cost ($1K-$3K),735
LOG53630,SO201113337,DHL,TRACK614650,In Transit,193.33,2020-12-03,Low Cost (<$1K),152
LOG65891,SO202156538,UPS,TRACK431548,Delayed,476.68,2020-02-14,Low Cost (<$1K),152
LOG10825,SO202580627,UPS,TRACK570244,Delayed,1250.72,2024-02-17,Medium Cost ($1K-$3K),735
LOG34737,SO201130244,USPS,TRACK287853,In Transit,2173.88,2023-03-21,Medium Cost ($1K-$3K),735
LOG22123,SO201189515,SF Express,TRACK790743,In Transit,893.59,2025-05-08,Low Cost (<$1K),152
LOG81214,SO200448182,FedEx,TRACK444468,In Transit,3392.65,2024-09-27,High Cost ($3K-$6K),1070
LOG55846,SO201597517,DHL,TRACK516800,Delivered,3507.14,2020-05-21,High Cost ($3K-$6K),1070
LOG46088,SO200380997,SF Express,TRACK731835,Delayed,1141.59,2024-06-17,Medium Cost ($1K-$3K),735
LOG61641,SO200352858,FedEx,TRACK238743,Delivered,3046.89,2025-03-17,High Cost ($3K-$6K),1070
LOG82150,SO202132690,USPS,TRACK436259,Delayed,3492.75,2020-11-27,High Cost ($3K-$6K),1070
LOG45917,SO201685465,SF Express,TRACK147490,In Transit,4026.52,2021-03-24,High Cost ($3K-$6K),1070
LOG53776,SO201269789,USPS,TRACK457580,Delayed,2950.83,2022-12-17,Medium Cost ($1K-$3K),735
LOG82457,SO201364651,UPS,TRACK733321,Delivered,2475.91,2021-04-09,Medium Cost ($1K-$3K),735
LOG11313,SO202341954,TNT,TRACK160272,Delivered,4187.1,2022-02-01,High Cost ($3K-$6K),1070
LOG11722,SO200874390,USPS,TRACK208359,In Transit,1272.99,2020-06-19,Medium Cost ($1K-$3K),735
LOG92484,SO202364569,SF Express,TRACK814787,Delayed,2756.63,2020-05-09,Medium Cost ($1K-$3K),735
LOG61355,SO200458884,DHL,TRACK788781,Delivered,3197.65,2022-01-06,High Cost ($3K-$6K),1070
LOG22066,SO201523157,TNT,TRACK529770,Delayed,610.01,2022-08-26,Low Cost (<$1K),152
LOG72971,SO202153477,DHL,TRACK764742,In Transit,1418.69,2021-09-06,Medium Cost ($1K-$3K),735
LOG99384,SO201131562,USPS,TRACK554706,Delayed,1960.38,2020-03-19,Medium Cost ($1K-$3K),735
LOG19999,SO200477980,DHL,TRACK387486,Delayed,178.36,2025-11-25,Low Cost (<$1K),152
LOG19419,SO200194438,SF Express,TRACK178246,Delayed,738.74,2023-06-24,Low Cost (<$1K),152
LOG62833,SO201168016,TNT,TRACK453910,In Transit,422.38,2023-09-20,Low Cost (<$1K),152
LOG81350,SO201935554,UPS,TRACK278619,Delayed,3442.38,2024-07-09,High Cost ($3K-$6K),1070
LOG55764,SO200350063,FedEx,TRACK924574,In Transit,4528.32,2020-04-12,High Cost ($3K-$6K),1070
LOG60134,SO200257347,FedEx,TRACK462383,In Transit,4169.35,2020-08-28,High Cost ($3K-$6K),1070
LOG23551,SO200713209,SF Express,TRACK542530,Delayed,3932.52,2023-10-10,High Cost ($3K-$6K),1070
LOG14822,SO201229694,DHL,TRACK785591,Delivered,3803.79,2022-04-09,High Cost ($3K-$6K),1070
LOG79152,SO200529576,FedEx,TRACK432273,Delivered,3846.17,2020-12-01,High Cost ($3K-$6K),1070
LOG52901,SO200265438,FedEx,TRACK510056,Delayed,1746.22,2022-08-12,Medium Cost ($1K-$3K),735
LOG33774,SO200050329,SF Express,TRACK915808,Delayed,3630.38,2022-08-19,High Cost ($3K-$6K),1070
LOG54219,SO201964016,TNT,TRACK805376,Delivered,3847.98,2021-04-12,High Cost ($3K-$6K),1070
LOG43232,SO202465970,USPS,TRACK406210,Delayed,2568.31,2021-08-28,Medium Cost ($1K-$3K),735
LOG73204,SO201889298,UPS,TRACK397985,Delayed,4908.04,2023-10-08,High Cost ($3K-$6K),1070
LOG14242,SO201942030,TNT,TRACK782342,Delayed,3217.71,2022-10-01,High Cost ($3K-$6K),1070
LOG81659,SO201246213,FedEx,TRACK381823,In Transit,2970.65,2021-01-03,Medium Cost ($1K-$3K),735
LOG59311,SO201764661,SF Express,TRACK613957,Delayed,2180.24,2020-06-19,Medium Cost ($1K-$3K),735
LOG71834,SO202182301,DHL,TRACK451845,Delivered,3324.15,2020-06-10,High Cost ($3K-$6K),1070
LOG73789,SO202513149,FedEx,TRACK302159,Delayed,2813.57,2025-12-25,Medium Cost ($1K-$3K),735
LOG63927,SO200798578,TNT,TRACK625453,Delivered,996.3,2023-11-23,Low Cost (<$1K),152
LOG95533,SO202555042,TNT,TRACK811366,Delivered,3082.38,2022-01-03,High Cost ($3K-$6K),1070
LOG21286,SO201020782,DHL,TRACK672321,Delivered,2381.16,2022-06-27,Medium Cost ($1K-$3K),735
LOG61376,SO202050331,FedEx,TRACK106807,Delayed,1066.57,2021-11-02,Medium Cost ($1K-$3K),735
LOG74507,SO200515684,DHL,TRACK128898,Delivered,525.01,2021-08-15,Low Cost (<$1K),152
LOG65652,SO201092777,UPS,TRACK176607,Delivered,3713.87,2025-11-28,High Cost ($3K-$6K),1070
LOG43234,SO200612675,UPS,TRACK893466,In Transit,1365.11,2020-02-11,Medium Cost ($1K-$3K),735
LOG32789,SO201967088,DHL,TRACK981793,Delivered,798.79,2022-05-12,Low Cost (<$1K),152
LOG88816,SO201919033,USPS,TRACK405594,In Transit,4272.72,2025-12-27,High Cost ($3K-$6K),1070
LOG72396,SO202243282,TNT,TRACK198119,Delivered,4458.03,2023-08-28,High Cost ($3K-$6K),1070
LOG75316,SO200997865,SF Express,TRACK107210,In Transit,3649.7,2022-03-26,High Cost ($3K-$6K),1070
LOG35443,SO201949364,USPS,TRACK927513,Delivered,3478.1,2022-06-01,High Cost ($3K-$6K),1070
LOG15507,SO201992640,USPS,TRACK214095,Delivered,4644.3,2025-05-06,High Cost ($3K-$6K),1070
LOG17675,SO200717516,USPS,TRACK173071,In Transit,723.24,2025-01-01,Low Cost (<$1K),152
LOG54026,SO202244419,TNT,TRACK680797,In Transit,4963.39,2024-09-28,High Cost ($3K-$6K),1070
LOG51107,SO201260466,FedEx,TRACK885941,Delivered,350.07,2020-02-17,Low Cost (<$1K),152
LOG76300,SO201980809,SF Express,TRACK954197,In Transit,4402.03,2021-07-09,High Cost ($3K-$6K),1070
LOG53467,SO201598326,TNT,TRACK607907,Delivered,4942.38,2020-08-10,High Cost ($3K-$6K),1070
LOG96851,SO201659146,TNT,TRACK214600,In Transit,1141.58,2021-06-07,Medium Cost ($1K-$3K),735
LOG66707,SO200626279,SF Express,TRACK553145,Delayed,3408.88,2020-07-14,High Cost ($3K-$6K),1070
LOG93684,SO201982643,TNT,TRACK171057,In Transit,1972.17,2022-04-28,Medium Cost ($1K-$3K),735
LOG27588,SO200123422,SF Express,TRACK721701,Delayed,681.97,2021-05-16,Low Cost (<$1K),152
LOG70182,SO202597338,USPS,TRACK912135,Delivered,1126.48,2022-05-25,Medium Cost ($1K-$3K),735
LOG84671,SO201984968,DHL,TRACK849440,In Transit,1684.09,2024-09-09,Medium Cost ($1K-$3K),735
LOG50036,SO202266910,TNT,TRACK357708,In Transit,4541.62,2025-12-02,High Cost ($3K-$6K),1070
LOG15184,SO201357342,SF Express,TRACK107919,Delayed,4522.42,2022-03-21,High Cost ($3K-$6K),1070
LOG84652,SO201230388,TNT,TRACK499939,In Transit,3380.24,2023-09-15,High Cost ($3K-$6K),1070
LOG93067,SO200125922,UPS,TRACK115389,Delayed,300.69,2023-11-07,Low Cost (<$1K),152
LOG36768,SO201955046,UPS,TRACK844518,Delayed,2622.25,2025-07-26,Medium Cost ($1K-$3K),735
LOG64419,SO201293639,FedEx,TRACK285294,In Transit,3909.24,2025-02-25,High Cost ($3K-$6K),1070
LOG92096,SO202525517,SF Express,TRACK280414,Delayed,4863.14,2024-09-08,High Cost ($3K-$6K),1070
LOG47747,SO200781635,SF Express,TRACK189027,Delayed,1976.79,2020-11-09,Medium Cost ($1K-$3K),735
LOG78217,SO201022987,FedEx,TRACK673718,Delayed,3688.48,2022-12-05,High Cost ($3K-$6K),1070
LOG66287,SO201224415,UPS,TRACK436867,Delivered,1822.94,2022-10-26,Medium Cost ($1K-$3K),735
LOG72081,SO200968175,DHL,TRACK510334,Delivered,719.56,2022-09-09,Low Cost (<$1K),152
LOG41147,SO202320497,FedEx,TRACK950572,Delayed,621.6,2025-04-06,Low Cost (<$1K),152
LOG43004,SO200162585,FedEx,TRACK546275,In Transit,2556.97,2020-07-07,Medium Cost ($1K-$3K),735
LOG71644,SO200070046,TNT,TRACK242700,Delivered,3097.05,2025-02-07,High Cost ($3K-$6K),1070
LOG12160,SO200773966,TNT,TRACK833749,Delivered,774.3,2024-08-21,Low Cost (<$1K),152
LOG15570,SO202562087,UPS,TRACK407312,In Transit,3565.19,2020-05-10,High Cost ($3K-$6K),1070
LOG38779,SO200295031,FedEx,TRACK488326,Delayed,4913.98,2024-07-01,High Cost ($3K-$6K),1070
LOG76447,SO202234764,USPS,TRACK731228,Delayed,3676.23,2021-07-13,High Cost ($3K-$6K),1070
LOG93062,SO200739705,DHL,TRACK978224,In Transit,66.14,2024-12-16,Low Cost (<$1K),152
LOG48950,SO201012641,FedEx,TRACK298935,Delayed,885.25,2022-10-06,Low Cost (<$1K),152
LOG22434,SO202189337,DHL,TRACK734535,Delivered,1413.66,2025-03-26,Medium Cost ($1K-$3K),735
LOG81114,SO200464449,FedEx,TRACK597408,Delivered,896.7,2024-06-28,Low Cost (<$1K),152
LOG65369,SO200482201,USPS,TRACK912422,Delayed,3185.34,2024-04-09,High Cost ($3K-$6K),1070
LOG92178,SO200184637,SF Express,TRACK650878,Delivered,805.29,2020-09-23,Low Cost (<$1K),152
LOG25100,SO202560287,FedEx,TRACK981407,Delivered,212.04,2020-06-28,Low Cost (<$1K),152
LOG78655,SO201376006,TNT,TRACK118413,Delivered,3503.39,2020-06-24,High Cost ($3K-$6K),1070
LOG18199,SO202150750,USPS,TRACK753611,In Transit,2088.74,2024-05-02,Medium Cost ($1K-$3K),735
LOG34735,SO200141009,FedEx,TRACK930916,Delivered,3911.01,2021-09-10,High Cost ($3K-$6K),1070
LOG52207,SO200394175,UPS,TRACK608362,In Transit,1419.34,2021-02-09,Medium Cost ($1K-$3K),735
LOG67897,SO201565424,DHL,TRACK559708,Delivered,54.2,2023-04-14,Low Cost (<$1K),152
LOG29032,SO201885428,DHL,TRACK652871,Delivered,4736.6,2022-08-06,High Cost ($3K-$6K),1070
LOG38579,SO201817241,USPS,TRACK642816,In Transit,4907.01,2023-05-11,High Cost ($3K-$6K),1070
LOG97384,SO200250359,TNT,TRACK769369,Delayed,1748.3,2020-06-22,Medium Cost ($1K-$3K),735
LOG40207,SO202154293,TNT,TRACK102825,Delivered,3437.71,2020-04-24,High Cost ($3K-$6K),1070
LOG92780,SO202180797,DHL,TRACK484507,In Transit,1489.14,2024-06-02,Medium Cost ($1K-$3K),735
LOG93004,SO200368054,FedEx,TRACK561152,Delayed,1260.32,2022-06-19,Medium Cost ($1K-$3K),735
LOG90273,SO202260948,SF Express,TRACK796516,Delivered,383.17,2021-03-27,Low Cost (<$1K),152
LOG13978,SO200424306,USPS,TRACK957241,Delivered,2821.52,2023-05-02,Medium Cost ($1K-$3K),735
LOG37108,SO201297313,UPS,TRACK888091,Delivered,4804.75,2024-09-07,High Cost ($3K-$6K),1070
LOG61076,SO201556362,FedEx,TRACK794720,In Transit,1820.84,2020-02-26,Medium Cost ($1K-$3K),735
LOG21449,SO200833787,TNT,TRACK715573,In Transit,3829.19,2021-10-09,High Cost ($3K-$6K),1070
LOG18293,SO201710095,SF Express,TRACK393149,Delayed,4111.35,2020-11-28,High Cost ($3K-$6K),1070
LOG13661,SO201497125,SF Express,TRACK878325,In Transit,732.54,2023-04-04,Low Cost (<$1K),152
LOG50081,SO201954916,FedEx,TRACK912030,In Transit,2940.19,2025-09-14,Medium Cost ($1K-$3K),735
LOG52430,SO201120354,TNT,TRACK621895,Delayed,4577.94,2022-07-17,High Cost ($3K-$6K),1070
LOG42880,SO201018845,USPS,TRACK367801,In Transit,52.72,2025-05-20,Low Cost (<$1K),152
LOG66020,SO202010448,FedEx,TRACK644506,Delivered,2295.58,2022-07-10,Medium Cost ($1K-$3K),735
LOG91344,SO201020782,DHL,TRACK698640,Delayed,1838.56,2021-05-11,Medium Cost ($1K-$3K),735
LOG97335,SO201071933,TNT,TRACK370686,In Transit,1510.8,2022-10-27,Medium Cost ($1K-$3K),735
LOG79776,SO200265327,USPS,TRACK643059,Delayed,4854.76,2020-07-04,High Cost ($3K-$6K),1070
LOG89952,SO200146238,DHL,TRACK787435,Delivered,1456.67,2020-05-24,Medium Cost ($1K-$3K),735
LOG50278,SO201044727,DHL,TRACK506549,Delivered,1361.86,2023-05-19,Medium Cost ($1K-$3K),735
LOG38689,SO201827863,DHL,TRACK326216,Delayed,3072.45,2023-04-23,High Cost ($3K-$6K),1070
LOG40704,SO200242071,DHL,TRACK683327,In Transit,4322.9,2025-08-20,High Cost ($3K-$6K),1070
LOG30179,SO202242037,FedEx,TRACK400194,In Transit,470.83,2021-06-10,Low Cost (<$1K),152
LOG58631,SO200863435,USPS,TRACK610615,In Transit,1272.1,2025-06-22,Medium Cost ($1K-$3K),735
LOG67860,SO200932179,DHL,TRACK148797,Delivered,3754.08,2025-12-05,High Cost ($3K-$6K),1070
LOG46468,SO200117225,FedEx,TRACK972826,In Transit,3164.07,2023-03-10,High Cost ($3K-$6K),1070
LOG33632,SO201388274,FedEx,TRACK598536,Delayed,3386.56,2023-12-11,High Cost ($3K-$6K),1070
LOG86625,SO202537306,DHL,TRACK233326,Delayed,1679.38,2025-08-13,Medium Cost ($1K-$3K),735
LOG11705,SO201875100,TNT,TRACK923386,Delayed,3271.97,2024-11-27,High Cost ($3K-$6K),1070
LOG63519,SO200272090,DHL,TRACK155701,Delivered,314.86,2021-10-20,Low Cost (<$1K),152
LOG44950,SO200697146,DHL,TRACK746652,Delayed,1794.65,2021-03-11,Medium Cost ($1K-$3K),735
LOG55648,SO201463326,TNT,TRACK611777,Delivered,1768.9,2023-12-05,Medium Cost ($1K-$3K),735
LOG54231,SO201824412,UPS,TRACK637578,Delayed,3889.46,2021-10-01,High Cost ($3K-$6K),1070
LOG96241,SO202037937,USPS,TRACK700450,Delivered,3582.35,2020-03-08,High Cost ($3K-$6K),1070
LOG34730,SO202142046,USPS,TRACK789392,Delayed,87.34,2022-04-15,Low Cost (<$1K),152
LOG45788,SO200750355,FedEx,TRACK481411,Delivered,1678.2,2023-03-28,Medium Cost ($1K-$3K),735
LOG68604,SO200723932,TNT,TRACK784819,Delivered,384.67,2024-08-27,Low Cost (<$1K),152
LOG59821,SO202386464,TNT,TRACK470266,Delivered,2513.65,2022-05-28,Medium Cost ($1K-$3K),735
LOG76893,SO201679130,TNT,TRACK315951,Delayed,4049.68,2021-10-22,High Cost ($3K-$6K),1070
LOG36036,SO202176068,TNT,TRACK113014,Delayed,1313.32,2024-01-19,Medium Cost ($1K-$3K),735
LOG75559,SO200250620,UPS,TRACK902154,In Transit,2329.99,2022-06-16,Medium Cost ($1K-$3K),735
LOG19509,SO202177842,USPS,TRACK682671,Delayed,2070.01,2023-02-17,Medium Cost ($1K-$3K),735
LOG83218,SO202241765,FedEx,TRACK206410,In Transit,1991.95,2020-01-19,Medium Cost ($1K-$3K),735
LOG82893,SO200942034,SF Express,TRACK750749,In Transit,1599.97,2023-10-26,Medium Cost ($1K-$3K),735
LOG52604,SO201213282,TNT,TRACK171624,Delivered,2754.8,2020-11-06,Medium Cost ($1K-$3K),735
LOG85827,SO201685752,SF Express,TRACK711078,Delayed,346.07,2020-10-28,Low Cost (<$1K),152
LOG55197,SO202352376,FedEx,TRACK511582,In Transit,1053.07,2022-09-03,Medium Cost ($1K-$3K),735
LOG69755,SO201518731,DHL,TRACK343564,In Transit,1516.05,2025-07-13,Medium Cost ($1K-$3K),735
LOG83805,SO201880645,UPS,TRACK917524,Delivered,1991.67,2022-04-14,Medium Cost ($1K-$3K),735
LOG27599,SO201285730,SF Express,TRACK385694,Delivered,3535.83,2023-07-25,High Cost ($3K-$6K),1070
LOG92184,SO201843524,SF Express,TRACK272516,Delivered,3828.55,2025-10-07,High Cost ($3K-$6K),1070
LOG70442,SO201191840,FedEx,TRACK384618,Delivered,1651.38,2022-04-02,Medium Cost ($1K-$3K),735
LOG73777,SO202143524,SF Express,TRACK636524,Delivered,1253.16,2025-11-28,Medium Cost ($1K-$3K),735
LOG58625,SO201439647,SF Express,TRACK914005,In Transit,3433.65,2024-02-09,High Cost ($3K-$6K),1070
LOG66421,SO200255048,FedEx,TRACK355535,Delivered,324.88,2020-05-10,Low Cost (<$1K),152
LOG56845,SO201536250,UPS,TRACK462090,Delivered,753.93,2023-12-07,Low Cost (<$1K),152
LOG70335,SO202417667,USPS,TRACK509957,Delivered,4201.9,2021-02-26,High Cost ($3K-$6K),1070
LOG82802,SO202090462,FedEx,TRACK397253,In Transit,2219.2,2024-11-08,Medium Cost ($1K-$3K),735
LOG80051,SO201720851,FedEx,TRACK712222,Delayed,1156.52,2023-06-20,Medium Cost ($1K-$3K),735
LOG39624,SO201298173,TNT,TRACK192193,Delayed,4373.35,2024-02-10,High Cost ($3K-$6K),1070
LOG99789,SO201810126,SF Express,TRACK309474,In Transit,3931.42,2021-10-05,High Cost ($3K-$6K),1070
LOG23640,SO202540356,SF Express,TRACK465784,Delivered,1345.69,2025-09-15,Medium Cost ($1K-$3K),735
LOG70716,SO200057808,FedEx,TRACK607090,Delayed,2392.42,2020-10-08,Medium Cost ($1K-$3K),735
LOG28395,SO201569808,USPS,TRACK330195,Delivered,4710.92,2024-03-14,High Cost ($3K-$6K),1070
LOG75399,SO202599047,SF Express,TRACK444321,Delivered,1677.33,2025-04-17,Medium Cost ($1K-$3K),735
LOG99039,SO201695611,SF Express,TRACK942498,Delayed,4557.67,2024-01-08,High Cost ($3K-$6K),1070
LOG91226,SO202123982,SF Express,TRACK181616,Delayed,3161.07,2020-04-22,High Cost ($3K-$6K),1070
LOG67831,SO201964916,SF Express,TRACK874536,In Transit,669.07,2025-06-15,Low Cost (<$1K),152
LOG75660,SO201724123,DHL,TRACK531848,Delivered,1675.35,2024-07-09,Medium Cost ($1K-$3K),735
LOG42387,SO202267802,UPS,TRACK140720,Delayed,1983.41,2023-11-22,Medium Cost ($1K-$3K),735
LOG53698,SO200181146,UPS,TRACK811526,In Transit,3843.07,2023-12-20,High Cost ($3K-$6K),1070
LOG42072,SO200437328,FedEx,TRACK361164,Delayed,4213.84,2022-12-28,High Cost ($3K-$6K),1070
LOG35302,SO200316715,DHL,TRACK873036,Delayed,3586.52,2025-06-02,High Cost ($3K-$6K),1070
LOG95928,SO202237615,USPS,TRACK398826,Delayed,487.42,2025-07-04,Low Cost (<$1K),152
LOG89105,SO200211952,FedEx,TRACK572454,Delayed,1878.91,2023-03-02,Medium Cost ($1K-$3K),735
LOG79793,SO200795464,TNT,TRACK151233,Delivered,4861.74,2023-12-19,High Cost ($3K-$6K),1070
LOG51079,SO201086812,UPS,TRACK317043,Delivered,3534.65,2024-05-06,High Cost ($3K-$6K),1070
LOG36130,SO201459387,UPS,TRACK617706,Delayed,3889.54,2020-07-11,High Cost ($3K-$6K),1070
LOG61677,SO202440753,SF Express,TRACK261891,Delayed,2040.07,2024-03-20,Medium Cost ($1K-$3K),735
LOG77198,SO200637693,SF Express,TRACK945194,In Transit,875.09,2024-12-24,Low Cost (<$1K),152
LOG45131,SO200296429,USPS,TRACK562503,In Transit,2536.75,2024-04-24,Medium Cost ($1K-$3K),735
LOG36560,SO201234047,USPS,TRACK861177,In Transit,1091.12,2020-04-02,Medium Cost ($1K-$3K),735
LOG74131,SO201319924,DHL,TRACK149806,Delivered,648.7,2020-03-17,Low Cost (<$1K),152
LOG56234,SO200272827,FedEx,TRACK784429,In Transit,1401.77,2023-08-05,Medium Cost ($1K-$3K),735
LOG68747,SO201341623,USPS,TRACK481696,In Transit,358.4,2023-09-16,Low Cost (<$1K),152
LOG61769,SO201266539,UPS,TRACK606693,Delayed,4724.83,2021-10-23,High Cost ($3K-$6K),1070
LOG11752,SO202169791,SF Express,TRACK753865,Delayed,1800.57,2024-01-15,Medium Cost ($1K-$3K),735
LOG82172,SO200885943,FedEx,TRACK428027,Delivered,1630.12,2025-09-27,Medium Cost ($1K-$3K),735
LOG83258,SO200653024,DHL,TRACK606001,Delayed,4442.75,2020-02-05,High Cost ($3K-$6K),1070
LOG97795,SO202150485,FedEx,TRACK400981,In Transit,2774.13,2023-02-20,Medium Cost ($1K-$3K),735
LOG80687,SO200766319,DHL,TRACK984972,In Transit,1147.84,2025-11-23,Medium Cost ($1K-$3K),735
LOG48615,SO201021346,FedEx,TRACK652067,Delayed,557.14,2025-04-10,Low Cost (<$1K),152
LOG67846,SO201258109,SF Express,TRACK858469,In Transit,2174.57,2023-08-06,Medium Cost ($1K-$3K),735
LOG14955,SO200868790,USPS,TRACK553623,Delivered,2959.93,2025-06-06,Medium Cost ($1K-$3K),735
